expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER02123,Everest,2002,Spring,2002-04-19,2002-05-13,2002-05-30,"Route technically too difficult, lack of experience, strength, or motivation",8300,1,0,2,0,TRUE,Iceland Trekking
EVER02124,Everest,2002,Spring,2002-04-14,2002-05-25,2002-05-31,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER02125,Everest,2002,Spring,2002-04-11,2002-05-17,2002-05-26,Success (main peak),8850,7,0,0,0,TRUE,Asian Trekking
EVER02126,Everest,2002,Spring,2002-04-11,2002-05-17,2002-05-23,Success (main peak),8850,2,0,2,0,TRUE,Arun Treks
EVER02127,Everest,2002,Spring,2002-04-09,2002-05-10,2002-05-15,"Route technically too difficult, lack of experience, strength, or motivation",7500,3,0,1,0,FALSE,Asian Trekking
EVER02128,Everest,2002,Spring,2002-04-16,2002-05-17,2002-05-21,Success (main peak),8850,1,0,0,0,TRUE,Asian Trekking
EVER02105,Everest,2002,Spring,2002-04-20,2002-05-25,2002-05-29,"Bad weather (storms, high winds)",8400,2,0,1,0,FALSE,Asian Trekking
EVER02109,Everest,2002,Spring,2002-04-14,2002-05-27,2002-05-31,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400,2,0,0,0,TRUE,Asian Trekking
EVER02131,Everest,2002,Spring,2002-04-01,2002-05-16,2002-05-19,"Illness, AMS, exhaustion, or frostbite",8550,1,0,1,0,TRUE,Asian Trekking
EVER02132,Everest,2002,Spring,2002-04-01,2002-05-16,2002-05-17,Success (main peak),8850,1,0,2,0,TRUE,Asian Trekking
EVER02133,Everest,2002,Spring,2002-04-10,2002-05-25,2002-05-28,Success (main peak),8850,2,0,2,0,TRUE,Cho Oyu Trekking
EVER02134,Everest,2002,Spring,2002-04-08,2002-05-16,2002-05-21,Success (main peak),8850,2,0,3,0,TRUE,Asian Trekking
EVER02135,Everest,2002,Spring,2002-04-10,2002-05-16,2002-05-22,Success (main peak),8850,1,0,1,0,TRUE,Cho Oyu Trekking
EVER02137,Everest,2002,Spring,2002-04-04,2002-05-16,2002-05-20,Success (main peak),8850,9,0,6,0,TRUE,Windhorse Trekking
EVER02138,Everest,2002,Spring,2002-04-02,2002-05-16,2002-05-21,Success (main peak),8850,6,0,6,0,TRUE,Asian Trekking
EVER02139,Everest,2002,Spring,2002-04-07,2002-05-16,2002-05-20,Success (main peak),8850,10,1,7,0,TRUE,Himalayan Guides
EVER02140,Everest,2002,Spring,2002-04-13,2002-05-25,2002-05-29,Success (main peak),8850,13,0,19,0,TRUE,Sherpa Shangri-La Trekking
EVER02141,Everest,2002,Spring,2002-04-05,2002-05-25,2002-05-26,Success (main peak),8850,7,0,10,0,TRUE,Great Escapes Trekking
EVER02142,Everest,2002,Spring,2002-04-08,2002-05-18,2002-05-22,Success (main peak),8850,11,0,17,0,TRUE,Great Escapes Trekking
EVER02143,Everest,2002,Spring,2002-04-07,2002-05-16,2002-05-18,Success (main peak),8850,1,0,4,0,TRUE,Peak Promotion
EVER02144,Everest,2002,Spring,2002-04-04,2002-05-16,2002-05-20,Success (main peak),8850,8,0,5,0,TRUE,High Country Trekking
EVER02129,Everest,2002,Spring,2002-04-04,2002-05-16,2002-05-20,Success (main peak),8850,8,0,17,0,TRUE,Great Escapes Trekking
EVER02130,Everest,2002,Spring,2002-04-08,2002-05-16,2002-05-18,Success (main peak),8850,9,0,8,0,TRUE,Wilderness Experience
EVER02136,Everest,2002,Spring,2002-04-07,2002-05-16,2002-05-19,Success (main peak),8850,10,0,4,0,TRUE,Mountain Madness
EVER02301,Everest,2002,Autumn,2002-08-11,2002-09-08,2002-09-15,Success (main peak),8850,2,1,3,0,TRUE,Mountain Experience
EVER02302,Everest,2002,Autumn,2002-08-24,2002-10-02,2002-10-09,"Bad weather (storms, high winds)",8250,5,0,4,0,TRUE,Thamserku Trekking
EVER02303,Everest,2002,Autumn,2002-09-10,2002-09-21,2002-09-29,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100,1,0,1,0,TRUE,Monterosa Treks
EVER02304,Everest,2002,Autumn,2002-08-25,2002-10-05,2002-10-07,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8750,3,0,3,0,TRUE,Cosmo Treks
EVER02305,Everest,2002,Autumn,2002-09-03,2002-10-04,2002-10-08,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400,6,0,4,0,TRUE,Echo Himal
EVER69102,Everest,1969,Spring,NA,NA,NA,Success (claimed),8850,3,0,0,0,FALSE,NA
EVER03101,Everest,2003,Spring,2003-04-07,2003-05-22,2003-05-26,Success (main peak),8850,5,0,11,0,TRUE,Rolwaling Excursion
EVER03102,Everest,2003,Spring,2003-04-21,2003-05-18,2003-05-23,"Bad weather (storms, high winds)",8600,4,0,4,0,TRUE,Rolwaling Excursion
EVER03103,Everest,2003,Spring,2003-04-22,2003-05-22,2003-05-25,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER03104,Everest,2003,Spring,2003-04-01,2003-05-22,2003-05-28,Success (main peak),8850,23,0,16,0,TRUE,Himalaya Expeditions
EVER03105,Everest,2003,Spring,2003-04-02,2003-05-22,2003-05-28,Success (main peak),8850,19,1,10,0,TRUE,Himalaya Expeditions
EVER03106,Everest,2003,Spring,2003-03-30,2003-05-11,2003-05-22,"Bad weather (storms, high winds)",7650,5,0,10,0,TRUE,Cosmo Treks
EVER03107,Everest,2003,Spring,2003-04-12,2003-05-26,2003-05-30,Success (main peak),8850,9,0,10,0,TRUE,Wilderness Experience
EVER03108,Everest,2003,Spring,2003-04-06,2003-05-30,2003-06-02,Success (main peak),8850,7,0,8,0,TRUE,Great Escapes Trekking
EVER03109,Everest,2003,Spring,2003-04-09,2003-05-30,2003-05-31,Success (main peak),8850,9,0,1,0,TRUE,Asian Trekking
EVER03110,Everest,2003,Spring,2003-04-01,2003-05-22,2003-05-24,"Bad weather (storms, high winds)",8400,1,0,2,0,TRUE,Thamserku Trekking
EVER03111,Everest,2003,Spring,2003-04-17,2003-05-22,2003-05-27,Success (main peak),8850,4,0,6,0,TRUE,Himalayan Guides
EVER03112,Everest,2003,Spring,2003-04-02,2003-05-22,2003-05-26,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER03113,Everest,2003,Spring,2003-04-12,2003-05-30,2003-06-02,Success (main peak),8850,12,0,16,0,TRUE,Sherpa Shangri-La Trekking
EVER03114,Everest,2003,Spring,2003-04-07,2003-05-22,2003-05-25,Success (main peak),8850,23,1,23,0,TRUE,Thamserku Trekking
EVER03115,Everest,2003,Spring,2003-04-05,2003-05-22,2003-05-24,Success (main peak),8850,2,0,4,0,TRUE,Asian Trekking
EVER03117,Everest,2003,Spring,2003-04-18,2003-05-26,2003-05-29,Success (main peak),8850,7,0,3,0,TRUE,Thamserku Trekking
EVER03118,Everest,2003,Spring,2003-04-01,2003-05-26,2003-05-29,Success (main peak),8850,9,0,5,0,TRUE,Asian Trekking
EVER03119,Everest,2003,Spring,2003-04-20,2003-05-09,2003-05-23,"Bad weather (storms, high winds)",7953,1,0,0,0,FALSE,Cho Oyu Trekking
EVER03120,Everest,2003,Spring,2003-04-21,2003-05-26,2003-05-27,"Bad weather (storms, high winds)",8815,2,0,2,0,TRUE,Cho Oyu Trekking
EVER03121,Everest,2003,Spring,2003-04-15,2003-05-26,2003-05-29,Success (main peak),8850,8,0,5,0,TRUE,Thamserku Trekking
EVER03122,Everest,2003,Spring,2003-04-22,2003-05-23,2003-05-27,Success (main peak),8850,8,0,4,0,TRUE,Cho Oyu Trekking
EVER03124,Everest,2003,Spring,2003-04-08,2003-05-23,2003-05-25,Success (main peak),8850,4,0,5,1,TRUE,Arun Treks
EVER03125,Everest,2003,Spring,2003-04-09,2003-05-26,2003-05-28,Success (main peak),8850,3,0,6,0,TRUE,Mountain Madness
EVER03126,Everest,2003,Spring,2003-04-08,2003-05-22,2003-05-25,Success (main peak),8850,13,0,10,0,TRUE,Pabil Treks
EVER03127,Everest,2003,Spring,2003-04-05,2003-05-20,2003-05-23,"Illness, AMS, exhaustion, or frostbite",7600,1,0,1,0,FALSE,Asian Trekking
EVER03128,Everest,2003,Spring,2003-03-28,2003-05-30,2003-05-31,Success (main peak),8850,10,0,9,0,TRUE,Asian Trekking
EVER03129,Everest,2003,Spring,2003-04-03,2003-05-22,2003-05-25,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER03130,Everest,2003,Spring,2003-04-07,2003-05-22,2003-05-25,Success (main peak),8850,1,0,3,0,TRUE,Peak Promotion
EVER03131,Everest,2003,Spring,2003-04-06,2003-05-22,2003-05-25,Success (main peak),8850,5,0,6,0,TRUE,Himalayan Guides
EVER03132,Everest,2003,Spring,2003-04-09,2003-05-20,2003-05-23,"Illness, AMS, exhaustion, or frostbite",7500,3,0,3,0,FALSE,Asian Trekking
EVER03133,Everest,2003,Spring,2003-03-29,2003-05-22,2003-05-27,Success (main peak),8850,6,0,6,0,TRUE,High Country Trekking
EVER03134,Everest,2003,Spring,2003-04-07,2003-05-26,2003-05-29,Success (main peak),8850,12,0,11,0,TRUE,Summit Nepal Trekking
EVER03135,Everest,2003,Spring,2003-04-14,2003-05-22,2003-05-27,Success (main peak),8850,1,0,2,0,TRUE,Nomad Expeditions
EVER03136,Everest,2003,Spring,2003-04-08,2003-05-27,2003-05-29,Lack (or loss) of supplies or equipment,7300,1,0,0,0,FALSE,Asian Trekking
EVER03137,Everest,2003,Spring,2003-04-12,2003-05-22,2003-05-27,Success (main peak),8850,13,0,4,0,TRUE,Himalaya Expeditions
EVER03138,Everest,2003,Spring,2003-04-10,2003-05-31,2003-06-04,Success (main peak),8850,6,0,1,0,TRUE,Explore Himalaya
EVER03139,Everest,2003,Spring,2003-03-31,2003-05-21,2003-05-26,Success (main peak),8850,4,0,4,0,TRUE,Nepal Village Trekking
EVER03140,Everest,2003,Spring,2003-03-26,2003-05-22,2003-05-26,Success (main peak),8850,9,0,10,0,TRUE,Cosmo Treks
EVER03141,Everest,2003,Spring,2003-04-07,2003-05-22,2003-06-04,Success (main peak),8850,9,0,4,0,TRUE,Mountain Experience
EVER03142,Everest,2003,Spring,2003-04-07,2003-05-20,2003-05-25,Success (main peak),8850,8,0,5,0,TRUE,Great Escapes Trekking
EVER03143,Everest,2003,Spring,2003-04-08,2003-05-22,2003-05-27,Lack (or loss) of supplies or equipment,8550,7,0,3,0,TRUE,Mountain Madness
EVER03144,Everest,2003,Spring,2003-04-07,2003-05-30,2003-06-04,Success (main peak),8850,11,0,9,0,TRUE,Mountain Experience
EVER03145,Everest,2003,Spring,2003-04-15,2003-05-03,2003-05-28,"Route technically too difficult, lack of experience, strength, or motivation",5800,2,0,1,0,TRUE,Sherpa Cooperative Trekking (SCT)
EVER03146,Everest,2003,Spring,2003-04-19,2003-05-29,2003-05-30,"Bad weather (storms, high winds)",7600,2,0,0,0,FALSE,Asian Trekking
EVER03171,Everest,2003,Spring,2003-04-19,2003-05-27,2003-05-30,"Bad weather (storms, high winds)",7500,2,0,0,0,FALSE,Asian Trekking
EVER03148,Everest,2003,Spring,2003-04-21,2003-05-22,2003-05-27,Success (main peak),8850,2,0,1,0,TRUE,Great Himalayan Adventure (GHA)
EVER03149,Everest,2003,Spring,2003-04-11,2003-05-22,2003-05-25,Success (main peak),8850,10,0,5,0,TRUE,Asian Trekking
EVER03150,Everest,2003,Spring,2003-04-21,2003-05-21,2003-05-27,"Bad weather (storms, high winds)",8300,2,0,0,0,FALSE,Nomad Expeditions
EVER03151,Everest,2003,Spring,2003-04-11,2003-05-22,2003-05-25,"Bad weather (storms, high winds)",8600,1,0,0,0,FALSE,Asian Trekking
EVER03152,Everest,2003,Spring,2003-04-12,2003-05-22,2003-05-26,"Bad weather (storms, high winds)",8600,16,0,14,0,TRUE,Iceland Trekking (Dorje)
EVER03153,Everest,2003,Spring,2003-04-11,2003-05-22,2003-05-26,Success (main peak),8850,1,0,2,0,TRUE,Thamserku Trekking
EVER03154,Everest,2003,Spring,2003-04-10,2003-05-26,2003-05-30,Success (main peak),8850,12,0,3,0,TRUE,Asian Trekking
EVER03155,Everest,2003,Spring,2003-04-15,2003-05-22,2003-06-01,Lack (or loss) of supplies or equipment,8600,2,0,0,0,TRUE,Asian Trekking
EVER03156,Everest,2003,Spring,2003-04-21,2003-04-29,2003-05-27,"Bad weather (storms, high winds)",7060,1,0,2,0,FALSE,Nomad Expeditions
EVER03157,Everest,2003,Spring,2003-03-29,2003-05-21,NA,"Bad weather (storms, high winds)",8100,6,0,4,0,TRUE,NE-KO Treks
EVER03158,Everest,2003,Spring,2003-03-29,2003-05-22,2003-05-26,Success (main peak),8850,8,0,2,0,TRUE,Monterosa Treks
EVER03159,Everest,2003,Spring,2003-04-08,2003-05-20,2003-05-28,Success (main peak),8850,14,0,7,0,TRUE,Cosmo Treks
EVER03160,Everest,2003,Spring,2003-04-10,2003-05-21,2003-05-27,Success (main peak),8850,4,0,3,0,TRUE,Rolwaling Excursion
EVER03161,Everest,2003,Spring,2003-04-08,2003-05-25,2003-05-25,Accident (death or serious injury),7600,1,1,0,0,FALSE,Asian Trekking
EVER03162,Everest,2003,Spring,2003-04-08,2003-05-22,2003-05-28,Success (main peak),8850,9,0,0,0,TRUE,Royal Mountain Travel
EVER03163,Everest,2003,Spring,2003-04-24,2003-05-21,2003-05-28,"Bad weather (storms, high winds)",7700,2,0,2,0,FALSE,Nepal Trans Himalayan Explorer
EVER03164,Everest,2003,Spring,2003-04-07,2003-05-22,2003-05-25,Success (main peak),8850,16,0,7,0,TRUE,Asian Trekking
EVER03165,Everest,2003,Spring,2003-04-03,2003-05-21,2003-05-27,Success (main peak),8850,18,0,17,0,TRUE,Great Escapes Trekking/Arun Treks
EVER03166,Everest,2003,Spring,2003-04-10,2003-05-21,2003-05-25,Success (main peak),8850,24,0,5,0,TRUE,NE-KO Treks
EVER03168,Everest,2003,Spring,2003-04-01,2003-05-22,2003-05-26,Success (main peak),8850,4,0,4,0,TRUE,High Country Trekking
EVER03169,Everest,2003,Spring,2003-04-19,2003-05-11,2003-05-24,"Bad weather (storms, high winds)",7900,1,0,5,0,FALSE,Thamserku Trekking
EVER03170,Everest,2003,Spring,2003-04-05,2003-05-21,2003-05-23,Accident (death or serious injury),8600,6,0,5,0,TRUE,Himalayan Guides
EVER03167,Everest,2003,Spring,2003-04-29,2003-04-30,2003-05-12,"Bad weather (storms, high winds)",7450,1,0,1,0,FALSE,Thamserku Trekking
EVER03116,Everest,2003,Spring,2003-04-11,2003-05-20,2003-05-27,"Bad weather (storms, high winds)",8500,1,0,1,0,TRUE,Arun Treks
EVER03123,Everest,2003,Spring,2003-04-08,2003-05-21,2003-05-25,Success (main peak),8850,16,0,3,0,TRUE,Arun Treks
EVER03201,Everest,2003,Summer,2003-07-22,2003-09-10,2003-09-14,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000,3,0,2,0,FALSE,Everest Parivar
EVER03301,Everest,2003,Autumn,2003-09-11,2003-11-02,2003-11-05,"Bad weather (storms, high winds)",8748,5,0,6,0,TRUE,Peak Promotion
EVER04122,Everest,2004,Spring,2004-04-04,2004-05-20,2004-05-25,Success (main peak),8850,1,0,0,0,TRUE,Asian Trekking
EVER04123,Everest,2004,Spring,2004-04-05,2004-05-16,2004-05-26,Success (main peak),8850,13,0,10,0,TRUE,Himalayan Guides
EVER04102,Everest,2004,Spring,2004-04-03,2004-05-16,2004-05-20,Success (main peak),8850,4,0,5,0,TRUE,Nomad Expeditions
EVER04103,Everest,2004,Spring,2004-04-10,2004-05-24,2004-05-27,Success (main peak),8850,12,0,16,0,TRUE,Sherpa Shangri-La Trekking
EVER04104,Everest,2004,Spring,2004-04-05,2004-05-20,2004-05-26,Success (main peak),8850,3,0,2,0,FALSE,Mt. Pumori Adventures (Monterosa permit)
EVER04105,Everest,2004,Spring,2004-04-14,2004-05-18,2004-05-23,Success (main peak),8850,9,0,6,0,TRUE,Thamserku Trekking
EVER04106,Everest,2004,Spring,2004-04-10,2004-05-17,2004-05-24,Success (main peak),8850,2,0,2,0,TRUE,Thamserku Trekking
EVER04107,Everest,2004,Spring,2004-04-08,2004-05-18,2004-05-26,Success (main peak),8850,10,1,2,0,TRUE,Asian Trekking
EVER04108,Everest,2004,Spring,2004-04-05,2004-04-23,2004-05-26,"Bad weather (storms, high winds)",7500,1,0,0,0,FALSE,Monterosa Treks
EVER04109,Everest,2004,Spring,2004-04-07,2004-05-23,2004-05-30,Accident (death or serious injury),8700,1,1,1,0,TRUE,Asian Trekking
EVER04110,Everest,2004,Spring,2004-04-13,2004-05-24,2004-06-03,Success (main peak),8850,11,0,3,0,TRUE,Asian Trekking
EVER04111,Everest,2004,Spring,2004-04-28,2004-05-23,2004-05-28,"Bad weather (storms, high winds)",8000,2,0,0,0,FALSE,Asian Trekking
EVER04112,Everest,2004,Spring,2004-04-22,2004-05-03,2004-05-05,"Bad weather (storms, high winds)",7000,1,0,1,0,FALSE,Asian Trekking
EVER04113,Everest,2004,Spring,2004-04-29,2004-05-18,2004-05-21,"Bad weather (storms, high winds)",8100,2,0,0,0,FALSE,Asian Trekking
EVER04114,Everest,2004,Spring,2004-04-18,2004-05-16,2004-05-18,Success (main peak),8850,2,0,2,0,TRUE,Arun Treks
EVER04115,Everest,2004,Spring,2004-04-08,2004-05-18,2004-05-28,Success (main peak),8850,4,0,1,0,TRUE,Sherpa Alpine Trekking
EVER04116,Everest,2004,Spring,2004-04-12,2004-05-17,2004-05-27,Success (main peak),8850,2,0,1,0,TRUE,Asian Trekking
EVER04117,Everest,2004,Spring,2004-04-05,2004-05-19,2004-05-26,"Illness, AMS, exhaustion, or frostbite",7800,3,0,0,0,FALSE,Monterosa Treks
EVER04118,Everest,2004,Spring,2004-04-12,2004-05-18,2004-05-27,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER04119,Everest,2004,Spring,2004-04-07,2004-05-27,2004-05-31,Success (main peak),8850,4,0,0,0,TRUE,Asian Trekking
EVER04120,Everest,2004,Spring,2004-04-17,2004-05-19,2004-05-27,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER04121,Everest,2004,Spring,2004-04-12,2004-05-17,2004-05-18,Success (main peak),8850,3,0,3,0,TRUE,Thamserku Trekking
EVER04124,Everest,2004,Spring,2004-04-03,2004-05-20,2004-05-26,Success (main peak),8850,4,0,4,0,TRUE,Arun Treks
EVER04125,Everest,2004,Spring,2004-04-05,2004-04-22,2004-05-26,"Bad weather (storms, high winds)",7500,1,0,0,0,FALSE,Monterosa Treks
EVER04127,Everest,2004,Spring,2004-03-30,2004-05-30,2004-06-04,Success (main peak),8850,21,0,3,0,TRUE,Asian Trekking
EVER04128,Everest,2004,Spring,2004-04-17,2004-05-22,2004-05-27,Success (main peak),8850,28,0,6,0,TRUE,Thamserku Trekking
EVER04129,Everest,2004,Spring,2004-03-21,2004-05-18,2004-05-23,Success (main peak),8850,14,0,7,0,TRUE,Asian Trekking
EVER04130,Everest,2004,Spring,2004-04-08,2004-04-29,2004-05-26,"Bad weather (storms, high winds)",8300,16,0,8,0,TRUE,Himalayan Guides
EVER04131,Everest,2004,Spring,2004-04-25,2004-05-20,2004-05-26,Success (main peak),8850,8,1,8,0,TRUE,Rolwaling Excursion
EVER04132,Everest,2004,Spring,2004-04-19,2004-05-20,2004-05-26,Success (main peak),8850,2,0,6,0,TRUE,Sherpa Summit Treks
EVER04133,Everest,2004,Spring,2004-04-05,2004-05-20,2004-05-23,Success (main peak),8850,1,0,1,0,TRUE,Windhorse Trekking
EVER04134,Everest,2004,Spring,2004-04-14,2004-05-20,2004-05-24,Success (main peak),8850,2,0,2,0,TRUE,Great Escapes Trekking
EVER04137,Everest,2004,Spring,2004-04-10,2004-05-17,2004-05-24,"Illness, AMS, exhaustion, or frostbite",8500,1,0,0,0,FALSE,Thamserku Trekking
EVER04139,Everest,2004,Spring,2004-04-10,2004-05-18,2004-05-24,"Bad weather (storms, high winds)",8500,1,0,1,0,TRUE,Thamserku Trekking
EVER04140,Everest,2004,Spring,2004-04-11,2004-05-19,2004-05-25,Success (main peak),8850,2,0,2,0,TRUE,Asian Trekking
EVER04141,Everest,2004,Spring,2004-04-11,2004-05-20,2004-05-25,Success (main peak),8850,8,0,4,0,TRUE,Asian Trekking
EVER04142,Everest,2004,Spring,2004-04-05,2004-05-18,2004-05-21,Success (main peak),8850,6,3,2,0,TRUE,Windhorse Trekking
EVER04143,Everest,2004,Spring,2004-04-07,2004-05-23,2004-05-28,Success (main peak),8850,26,0,24,0,TRUE,Mountain Experience
EVER04144,Everest,2004,Spring,2004-04-14,2004-05-18,2004-06-01,Success (main peak),8850,28,0,17,0,TRUE,Everest Parivar
EVER04145,Everest,2004,Spring,2004-04-07,2004-05-16,2004-05-19,Success (main peak),8850,1,0,3,0,TRUE,Asian Trekking
EVER04146,Everest,2004,Spring,2004-04-04,2004-05-17,2004-05-19,Success (main peak),8850,2,0,2,0,TRUE,Asian Trekking
EVER04147,Everest,2004,Spring,2004-04-05,2004-04-15,2004-05-21,"Route technically too difficult, lack of experience, strength, or motivation",7200,1,0,0,0,TRUE,Asian Trekking
EVER04148,Everest,2004,Spring,2004-04-04,2004-05-18,2004-05-21,Success (main peak),8850,3,0,5,0,TRUE,High Country Trekking
EVER04149,Everest,2004,Spring,2004-04-04,2004-05-15,2004-05-27,Success (main peak),8850,3,0,3,0,TRUE,Summit Nepal Trekking
EVER04150,Everest,2004,Spring,2004-03-26,2004-05-16,2004-05-20,Success (main peak),8850,7,0,7,0,TRUE,Thamserku Trekking
EVER04151,Everest,2004,Spring,2004-04-10,2004-05-16,2004-05-22,Success (main peak),8850,3,0,4,0,TRUE,Mountain Madness
EVER04152,Everest,2004,Spring,2004-04-03,2004-05-16,2004-05-20,Success (main peak),8850,2,0,5,0,TRUE,Nomad Expeditions
EVER04153,Everest,2004,Spring,2004-04-16,2004-05-18,2004-05-22,Success (main peak),8850,2,1,2,0,TRUE,Cho Oyu Trekking
EVER04154,Everest,2004,Spring,2004-04-17,2004-05-27,2004-05-31,Success (main peak),8850,9,0,5,0,TRUE,Himalayan Guides
EVER04155,Everest,2004,Spring,2004-04-05,2004-05-17,2004-05-21,Success (main peak),8850,2,0,4,0,TRUE,Asian Trekking
EVER04156,Everest,2004,Spring,2004-04-02,2004-05-16,2004-05-19,Success (main peak),8850,8,0,4,0,TRUE,Himalayan Treasure
EVER04157,Everest,2004,Spring,2004-04-13,2004-05-17,2004-05-22,Success (main peak),8850,6,0,4,0,TRUE,Thamserku Trekking
EVER04159,Everest,2004,Spring,2004-04-08,2004-05-24,2004-05-26,Success (main peak),8850,2,0,2,0,TRUE,Asian Trekking
EVER04160,Everest,2004,Spring,2004-04-04,2004-05-16,2004-05-21,Success (main peak),8850,12,0,4,0,TRUE,NE-KO Treks
EVER04101,Everest,2004,Spring,2004-03-29,2004-05-16,2004-05-20,Success (main peak),8850,11,0,5,0,TRUE,Arun Treks
EVER04162,Everest,2004,Spring,2004-04-03,2004-05-17,2004-05-21,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER04161,Everest,2004,Spring,2004-04-02,2004-05-15,2004-05-22,Success (main peak),8850,8,0,8,0,TRUE,Asian Trekking
EVER04158,Everest,2004,Spring,2004-04-04,2004-05-16,2004-05-20,Success (main peak),8850,4,0,3,0,TRUE,Peak Promotion
EVER04138,Everest,2004,Spring,2004-04-01,2004-05-17,2004-05-20,Success (main peak),8850,11,0,14,0,TRUE,Peak Promotion
EVER04136,Everest,2004,Spring,2004-04-07,2004-05-17,2004-05-21,Success (main peak),8850,4,0,3,0,TRUE,Mountain Madness
EVER04135,Everest,2004,Spring,2004-04-05,2004-05-15,2004-05-22,Success (main peak),8850,12,0,15,0,TRUE,Great Escapes Trekking
EVER04126,Everest,2004,Spring,2004-04-06,2004-05-15,2004-05-28,Success (main peak),8850,5,0,8,0,TRUE,Mountain Madness
EVER04163,Everest,2004,Spring,2004-04-25,2004-05-19,2004-05-25,Success (main peak),8850,4,0,2,0,TRUE,Thamserku Trekking
EVER04301,Everest,2004,Autumn,2004-08-25,2004-09-17,2004-09-24,"Route technically too difficult, lack of experience, strength, or motivation",7550,7,0,3,0,FALSE,Iceland Trekking/Asian Trekking
EVER04302,Everest,2004,Autumn,2004-09-03,2004-10-07,2004-10-10,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8500,2,0,0,0,TRUE,Asian Trekking
EVER80105,Everest,1980,Spring,NA,NA,NA,Other,7000,4,0,0,0,FALSE,NA
EVER05101,Everest,2005,Spring,2005-04-05,2005-05-28,2005-06-01,Lack (or loss) of supplies or equipment,8300,1,0,4,0,TRUE,Arun Treks
EVER05102,Everest,2005,Spring,2005-04-13,2005-05-25,2005-05-30,"Bad weather (storms, high winds)",7100,6,0,0,0,FALSE,Nepal Trans Himalayan Explorer
